,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,frequency,country,theme,perc_freq,cluster
15568,15568,15568,15568,5153,murderer,4,USA,violence,4.487272972033071e-05,"USA, violence"
15575,15575,15575,15575,5160,penalty,4,USA,violence,4.487272972033071e-05,"USA, violence"
15609,15609,15609,15609,5194,businesswoman,4,USA,empowerment,4.487272972033071e-05,"USA, empowerment"
15715,15715,15715,15715,5300,mr,4,USA,male,4.487272972033071e-05,"USA, male"
15820,15820,15820,15820,5405,fearless,4,USA,male,4.487272972033071e-05,"USA, male"
15970,15970,15970,15970,5555,corruption,4,USA,violence,4.487272972033071e-05,"USA, violence"
16060,16060,16060,16060,5645,aggressive,4,USA,male,4.487272972033071e-05,"USA, male"
16079,16079,16079,16079,5664,wise,4,USA,empowerment,4.487272972033071e-05,"USA, empowerment"
16290,16290,16290,16290,5875,modest,3,USA,female,3.365454729024803e-05,"USA, female"
16327,16327,16327,16327,5912,dominant,3,USA,male,3.365454729024803e-05,"USA, male"
16543,16543,16543,16543,6128,arson,3,USA,violence,3.365454729024803e-05,"USA, violence"
16786,16786,16786,16786,6371,vandalism,3,USA,violence,3.365454729024803e-05,"USA, violence"
16793,16793,16793,16793,6378,accomplice,3,USA,violence,3.365454729024803e-05,"USA, violence"
16938,16938,16938,16938,6523,sensitive,3,USA,female,3.365454729024803e-05,"USA, female"
17156,17156,17156,17156,6741,confident,3,USA,male,3.365454729024803e-05,"USA, male"
17675,17675,17675,17675,7260,whore,2,USA,female,2.2436364860165355e-05,"USA, female"
17696,17696,17696,17696,7281,abduction,2,USA,violence,2.2436364860165355e-05,"USA, violence"
17778,17778,17778,17778,7363,men,2,USA,male,2.2436364860165355e-05,"USA, male"
17813,17813,17813,17813,7398,genocide,2,USA,violence,2.2436364860165355e-05,"USA, violence"
17846,17846,17846,17846,7431,passionate,2,USA,empowerment,2.2436364860165355e-05,"USA, empowerment"
17860,17860,17860,17860,7445,nephew,2,USA,male,2.2436364860165355e-05,"USA, male"
17880,17880,17880,17880,7465,soft,2,USA,female,2.2436364860165355e-05,"USA, female"
17891,17891,17891,17891,7476,employment,2,USA,empowerment,2.2436364860165355e-05,"USA, empowerment"
17928,17928,17928,17928,7513,superior,2,USA,male,2.2436364860165355e-05,"USA, male"
18012,18012,18012,18012,7597,nurture,2,USA,female,2.2436364860165355e-05,"USA, female"
18129,18129,18129,18129,7714,sisters,2,USA,female,2.2436364860165355e-05,"USA, female"
18159,18159,18159,18159,7744,feminine,2,USA,female,2.2436364860165355e-05,"USA, female"
18330,18330,18330,18330,7915,aggressor,2,USA,violence,2.2436364860165355e-05,"USA, violence"
18493,18493,18493,18493,8078,empowered,2,USA,empowerment,2.2436364860165355e-05,"USA, empowerment"
18744,18744,18744,18744,8329,waitress,2,USA,female,2.2436364860165355e-05,"USA, female"
19130,19130,19130,19130,8715,theft,2,USA,violence,2.2436364860165355e-05,"USA, violence"
19194,19194,19194,19194,8779,crying,2,USA,female,2.2436364860165355e-05,"USA, female"
19456,19456,19456,19456,9041,kissing,2,USA,female,2.2436364860165355e-05,"USA, female"
19716,19716,19716,19716,9301,hostile,2,USA,male,2.2436364860165355e-05,"USA, male"
19883,19883,19883,19883,9468,manslaughter,2,USA,violence,2.2436364860165355e-05,"USA, violence"
20221,20221,20221,20221,9806,achievement,2,USA,empowerment,2.2436364860165355e-05,"USA, empowerment"
20504,20504,20504,20504,10089,clever,2,USA,empowerment,2.2436364860165355e-05,"USA, empowerment"
21217,21217,21217,21217,10802,sir,1,USA,male,1.1218182430082678e-05,"USA, male"
21368,21368,21368,21368,10953,seduce,1,USA,female,1.1218182430082678e-05,"USA, female"
21626,21626,21626,21626,11211,cries,1,USA,female,1.1218182430082678e-05,"USA, female"
22888,22888,22888,22888,12473,patriarch,1,USA,male,1.1218182430082678e-05,"USA, male"
22920,22920,22920,22920,12505,wives,1,USA,female,1.1218182430082678e-05,"USA, female"
23011,23011,23011,23011,12596,assert,1,USA,male,1.1218182430082678e-05,"USA, male"
23081,23081,23081,23081,12666,thug,1,USA,violence,1.1218182430082678e-05,"USA, violence"
23113,23113,23113,23113,12698,chairwoman,1,USA,female,1.1218182430082678e-05,"USA, female"
23241,23241,23241,23241,12826,logical,1,USA,male,1.1218182430082678e-05,"USA, male"
24121,24121,24121,24121,13706,logic,1,USA,male,1.1218182430082678e-05,"USA, male"
24698,24698,24698,24698,14283,robber,1,USA,violence,1.1218182430082678e-05,"USA, violence"
24744,24744,24744,24744,14329,slut,1,USA,female,1.1218182430082678e-05,"USA, female"
24953,24953,24953,24953,14538,women,1,USA,female,1.1218182430082678e-05,"USA, female"
24982,24982,24982,24982,14567,pleasant,1,USA,female,1.1218182430082678e-05,"USA, female"
26042,26042,26042,26042,15627,intelligent,1,USA,male,1.1218182430082678e-05,"USA, male"
26162,26162,26162,26162,15747,assertive,1,USA,male,1.1218182430082678e-05,"USA, male"
26243,26243,26243,26243,15828,she,1,USA,female,1.1218182430082678e-05,"USA, female"
27179,27179,27179,27179,16764,corrupt,1,USA,violence,1.1218182430082678e-05,"USA, violence"
27819,27819,27819,27819,17404,tender,1,USA,female,1.1218182430082678e-05,"USA, female"
28167,28167,28167,28167,17752,adventurous,1,USA,male,1.1218182430082678e-05,"USA, male"
29189,29189,29189,29189,18774,wanted,1,USA,violence,1.1218182430082678e-05,"USA, violence"
29284,29284,29284,29284,18869,madam,1,USA,female,1.1218182430082678e-05,"USA, female"
29689,29689,29689,29689,19274,chairperson,1,USA,empowerment,1.1218182430082678e-05,"USA, empowerment"
29702,29702,29702,29702,19287,gentle,1,USA,female,1.1218182430082678e-05,"USA, female"
29861,29861,29861,29861,1,man,463,UK,male,0.010086926210757935,"UK, male"
29864,29864,29864,29864,4,business,347,UK,empowerment,0.007559748153634997,"UK, empowerment"
29865,29865,29865,29865,5,mum,313,UK,female,0.006819023550685171,"UK, female"
29866,29866,29866,29866,6,find,311,UK,violence,0.006775451515217534,"UK, violence"
29870,29870,29870,29870,10,die,287,UK,violence,0.006252587089605891,"UK, violence"
29873,29873,29873,29873,13,sale,264,UK,female,0.005751508681728067,"UK, female"
29875,29875,29875,29875,15,home,249,UK,female,0.0054247184157207905,"UK, female"
29876,29876,29876,29876,16,police,249,UK,violence,0.0054247184157207905,"UK, violence"
29880,29880,29880,29880,20,life,235,UK,violence,0.005119714167447332,"UK, violence"
29882,29882,29882,29882,22,baby,226,UK,female,0.004923640007842967,"UK, female"
29883,29883,29883,29883,23,death,207,UK,violence,0.004509705670900416,"UK, violence"
29884,29884,29884,29884,24,star,197,UK,empowerment,0.004291845493562232,"UK, empowerment"
29886,29886,29886,29886,26,kill,190,UK,violence,0.0041393433694255025,"UK, violence"
29890,29890,29890,29890,30,child,173,UK,female,0.0037689810679505894,"UK, female"
29891,29891,29891,29891,31,murder,172,UK,violence,0.003747195050216771,"UK, violence"
29892,29892,29892,29892,32,family,172,UK,female,0.003747195050216771,"UK, female"
29894,29894,29894,29894,34,attack,170,UK,violence,0.003703623014749134,"UK, violence"
29896,29896,29896,29896,36,pay,167,UK,empowerment,0.0036382649615476787,"UK, empowerment"
29900,29900,29900,29900,40,win,159,UK,empowerment,0.0034639768196771314,"UK, empowerment"
29904,29904,29904,29904,44,lose,153,UK,female,0.0033332607132742207,"UK, female"
29905,29905,29905,29905,45,husband,148,UK,male,0.0032243306246051285,"UK, male"
29907,29907,29907,29907,47,rape,147,UK,violence,0.00320254460687131,"UK, violence"
29908,29908,29908,29908,48,arrest,145,UK,violence,0.003158972571403673,"UK, violence"
29909,29909,29909,29909,49,daughter,144,UK,female,0.003137186553669855,"UK, female"
29910,29910,29910,29910,50,hit,141,UK,violence,0.0030718285004683993,"UK, violence"
29911,29911,29911,29911,51,sex,141,UK,female,0.0030718285004683993,"UK, female"
29912,29912,29912,29912,52,break,139,UK,violence,0.0030282564650007627,"UK, violence"
29916,29916,29916,29916,56,miss,125,UK,female,0.0027232522167273043,"UK, female"
29921,29921,29921,29921,61,fight,119,UK,violence,0.0025925361103243936,"UK, violence"
29922,29922,29922,29922,62,court,118,UK,violence,0.0025707500925905755,"UK, violence"
29925,29925,29925,29925,65,work,114,UK,empowerment,0.0024836060216553014,"UK, empowerment"
29926,29926,29926,29926,66,mother,112,UK,female,0.002440033986187665,"UK, female"
29927,29927,29927,29927,67,ex,110,UK,female,0.0023964619507200278,"UK, female"
29930,29930,29930,29930,70,dead,109,UK,violence,0.0023746759329862093,"UK, violence"
29938,29938,29938,29938,78,queen,104,UK,female,0.002265745844317117,"UK, female"
29941,29941,29941,29941,81,hospital,103,UK,violence,0.002243959826583299,"UK, violence"
29943,29943,29943,29943,83,young,102,UK,female,0.0022221738088494805,"UK, female"
29945,29945,29945,29945,85,pregnant,100,UK,female,0.0021786017733818434,"UK, female"
29947,29947,29947,29947,87,love,100,UK,female,0.0021786017733818434,"UK, female"
29950,29950,29950,29950,90,save,99,UK,male,0.002156815755648025,"UK, male"
29951,29951,29951,29951,91,jail,97,UK,violence,0.0021132437201803883,"UK, violence"
29955,29955,29955,29955,95,princess,93,UK,female,0.0020260996492451147,"UK, female"
29958,29958,29958,29958,98,wife,90,UK,female,0.001960741596043659,"UK, female"
29960,29960,29960,29960,100,body,90,UK,female,0.001960741596043659,"UK, female"
29962,29962,29962,29962,102,launch,89,UK,empowerment,0.0019389555783098408,"UK, empowerment"
29963,29963,29963,29963,103,fire,89,UK,violence,0.0019389555783098408,"UK, violence"
29964,29964,29964,29964,104,fall,89,UK,violence,0.0019389555783098408,"UK, violence"
29966,29966,29966,29966,106,force,87,UK,male,0.001895383542842204,"UK, male"
29971,29971,29971,29971,111,charge,84,UK,violence,0.0018300254896407486,"UK, violence"
29972,29972,29972,29972,112,job,83,UK,empowerment,0.00180823947190693,"UK, empowerment"
29975,29975,29975,29975,115,assault,81,UK,violence,0.0017646674364392933,"UK, violence"
29976,29976,29976,29976,116,run,81,UK,violence,0.0017646674364392933,"UK, violence"
29979,29979,29979,29979,119,head,80,UK,male,0.0017428814187054747,"UK, male"
29984,29984,29984,29984,124,son,79,UK,male,0.0017210954009716564,"UK, male"
29988,29988,29988,29988,128,accuse,78,UK,female,0.001699309383237838,"UK, female"
29991,29991,29991,29991,131,abuse,76,UK,violence,0.001655737347770201,"UK, violence"
29994,29994,29994,29994,134,beat,75,UK,violence,0.0016339513300363826,"UK, violence"
29995,29995,29995,29995,135,crash,75,UK,violence,0.0016339513300363826,"UK, violence"
29997,29997,29997,29997,137,lead,74,UK,empowerment,0.0016121653123025643,"UK, empowerment"
30000,30000,30000,30000,140,care,73,UK,female,0.0015903792945687458,"UK, female"
30007,30007,30007,30007,147,kid,72,UK,female,0.0015685932768349274,"UK, female"
30009,30009,30009,30009,149,boyfriend,71,UK,male,0.001546807259101109,"UK, male"
30017,30017,30017,30017,157,battle,69,UK,male,0.001503235223633472,"UK, male"
30018,30018,30018,30018,158,stab,69,UK,violence,0.001503235223633472,"UK, violence"
30019,30019,30019,30019,159,rise,68,UK,empowerment,0.0014814492058996536,"UK, empowerment"
30023,30023,30023,30023,163,date,67,UK,female,0.001459663188165835,"UK, female"
30024,30024,30024,30024,164,teenage,67,UK,female,0.001459663188165835,"UK, female"
30029,30029,30029,30029,169,teen,66,UK,female,0.0014378771704320168,"UK, female"
30030,30030,30030,30030,170,steal,66,UK,violence,0.0014378771704320168,"UK, violence"
30034,30034,30034,30034,174,feel,66,UK,female,0.0014378771704320168,"UK, female"
30040,30040,30040,30040,180,boy,63,UK,male,0.0013725191172305614,"UK, male"
30048,30048,30048,30048,188,gender,59,UK,female,0.0012853750462952878,"UK, female"
30049,30049,30049,30049,189,dad,58,UK,male,0.0012635890285614692,"UK, male"
30051,30051,30051,30051,191,dress,58,UK,female,0.0012635890285614692,"UK, female"
30066,30066,30066,30066,206,worker,56,UK,empowerment,0.0012200169930938324,"UK, empowerment"
30082,30082,30082,30082,222,victim,53,UK,female,0.001154658939892377,"UK, female"
30087,30087,30087,30087,227,father,52,UK,male,0.0011328729221585585,"UK, male"
30092,30092,30092,30092,232,sexual,52,UK,female,0.0011328729221585585,"UK, female"
30093,30093,30093,30093,233,horror,52,UK,violence,0.0011328729221585585,"UK, violence"
30096,30096,30096,30096,236,prince,51,UK,male,0.0011110869044247402,"UK, male"
30097,30097,30097,30097,237,fear,51,UK,female,0.0011110869044247402,"UK, female"
30098,30098,30098,30098,238,slam,51,UK,violence,0.0011110869044247402,"UK, violence"
30100,30100,30100,30100,240,cop,50,UK,violence,0.0010893008866909217,"UK, violence"
30105,30105,30105,30105,245,risk,49,UK,violence,0.0010675148689571034,"UK, violence"
30106,30106,30106,30106,246,suffer,49,UK,violence,0.0010675148689571034,"UK, violence"
30109,30109,30109,30109,249,birth,49,UK,female,0.0010675148689571034,"UK, female"
30111,30111,30111,30111,251,parent,49,UK,empowerment,0.0010675148689571034,"UK, empowerment"
30124,30124,30124,30124,264,sister,46,UK,female,0.001002156815755648,"UK, female"
30132,30132,30132,30132,272,report,45,UK,violence,0.0009803707980218295,"UK, violence"
30133,30133,30133,30133,273,threaten,45,UK,violence,0.0009803707980218295,"UK, violence"
30137,30137,30137,30137,277,wedding,45,UK,female,0.0009803707980218295,"UK, female"
30138,30138,30138,30138,278,marry,45,UK,female,0.0009803707980218295,"UK, female"
30143,30143,30143,30143,283,judge,45,UK,violence,0.0009803707980218295,"UK, violence"
30152,30152,30152,30152,292,officer,44,UK,empowerment,0.0009585847802880111,"UK, empowerment"
30154,30154,30154,30154,294,male,44,UK,male,0.0009585847802880111,"UK, male"
30155,30155,30155,30155,295,shoot,44,UK,violence,0.0009585847802880111,"UK, violence"
30161,30161,30161,30161,301,hair,43,UK,female,0.0009367987625541927,"UK, female"
30167,30167,30167,30167,307,nurse,42,UK,female,0.0009150127448203743,"UK, female"
30178,30178,30178,30178,318,boss,40,UK,empowerment,0.0008714407093527374,"UK, empowerment"
30180,30180,30180,30180,320,injure,40,UK,violence,0.0008714407093527374,"UK, violence"
30182,30182,30182,30182,322,drug,40,UK,violence,0.0008714407093527374,"UK, violence"
30203,30203,30203,30203,343,injury,38,UK,violence,0.0008278686738851005,"UK, violence"
30207,30207,30207,30207,347,gang,38,UK,violence,0.0008278686738851005,"UK, violence"
30208,30208,30208,30208,348,career,38,UK,empowerment,0.0008278686738851005,"UK, empowerment"
30210,30210,30210,30210,350,model,38,UK,female,0.0008278686738851005,"UK, female"
30216,30216,30216,30216,356,naked,37,UK,female,0.0008060826561512821,"UK, female"
30221,30221,30221,30221,361,dance,36,UK,female,0.0007842966384174637,"UK, female"
30225,30225,30225,30225,365,winner,36,UK,empowerment,0.0007842966384174637,"UK, empowerment"
30226,30226,30226,30226,366,inspire,36,UK,empowerment,0.0007842966384174637,"UK, empowerment"
30236,30236,30236,30236,376,girlfriend,35,UK,female,0.0007625106206836452,"UK, female"
30237,30237,30237,30237,377,sexually,35,UK,female,0.0007625106206836452,"UK, female"
30239,30239,30239,30239,379,knife,35,UK,violence,0.0007625106206836452,"UK, violence"
30246,30246,30246,30246,386,defend,34,UK,violence,0.0007407246029498268,"UK, violence"
30247,30247,30247,30247,387,dream,34,UK,empowerment,0.0007407246029498268,"UK, empowerment"
30248,30248,30248,30248,388,shop,34,UK,female,0.0007407246029498268,"UK, female"
30249,30249,30249,30249,389,breast,34,UK,female,0.0007407246029498268,"UK, female"
30258,30258,30258,30258,398,lie,33,UK,female,0.0007189385852160084,"UK, female"
30260,30260,30260,30260,400,prison,33,UK,violence,0.0007189385852160084,"UK, violence"
30264,30264,30264,30264,404,leader,33,UK,empowerment,0.0007189385852160084,"UK, empowerment"
30269,30269,30269,30269,409,fail,33,UK,female,0.0007189385852160084,"UK, female"
30289,30289,30289,30289,429,marriage,31,UK,female,0.0006753665497483714,"UK, female"
30291,30291,30291,30291,431,doctor,31,UK,empowerment,0.0006753665497483714,"UK, empowerment"
30299,30299,30299,30299,439,voice,31,UK,empowerment,0.0006753665497483714,"UK, empowerment"
30300,30300,30300,30300,440,trial,31,UK,violence,0.0006753665497483714,"UK, violence"
30302,30302,30302,30302,442,equal,31,UK,empowerment,0.0006753665497483714,"UK, empowerment"
30303,30303,30303,30303,443,owner,31,UK,empowerment,0.0006753665497483714,"UK, empowerment"
30309,30309,30309,30309,449,killer,30,UK,violence,0.000653580532014553,"UK, violence"
30314,30314,30314,30314,454,suspect,30,UK,violence,0.000653580532014553,"UK, violence"
30316,30316,30316,30316,456,pregnancy,30,UK,female,0.000653580532014553,"UK, female"
30326,30326,30326,30326,466,divorce,30,UK,female,0.000653580532014553,"UK, female"
30332,30332,30332,30332,472,law,29,UK,violence,0.0006317945142807346,"UK, violence"
30341,30341,30341,30341,481,struggle,29,UK,female,0.0006317945142807346,"UK, female"
30348,30348,30348,30348,488,artist,29,UK,empowerment,0.0006317945142807346,"UK, empowerment"
30354,30354,30354,30354,494,thug,28,UK,violence,0.0006100084965469162,"UK, violence"
30364,30364,30364,30364,504,lover,28,UK,female,0.0006100084965469162,"UK, female"
30375,30375,30375,30375,515,cheat,27,UK,female,0.0005882224788130978,"UK, female"
30376,30376,30376,30376,516,single,27,UK,female,0.0005882224788130978,"UK, female"
30388,30388,30388,30388,528,weight,27,UK,female,0.0005882224788130978,"UK, female"
30393,30393,30393,30393,533,champion,26,UK,male,0.0005664364610792793,"UK, male"
30409,30409,30409,30409,549,minister,26,UK,empowerment,0.0005664364610792793,"UK, empowerment"
30411,30411,30411,30411,551,power,26,UK,male,0.0005664364610792793,"UK, male"
30421,30421,30421,30421,561,expert,25,UK,empowerment,0.0005446504433454609,"UK, empowerment"
30429,30429,30429,30429,569,mom,25,UK,female,0.0005446504433454609,"UK, female"
30436,30436,30436,30436,576,bikini,25,UK,female,0.0005446504433454609,"UK, female"
30440,30440,30440,30440,580,hate,25,UK,violence,0.0005446504433454609,"UK, violence"
30442,30442,30442,30442,582,equality,25,UK,empowerment,0.0005446504433454609,"UK, empowerment"
30465,30465,30465,30465,605,crime,24,UK,violence,0.0005228644256116424,"UK, violence"
30466,30466,30466,30466,606,scientist,24,UK,empowerment,0.0005228644256116424,"UK, empowerment"
30467,30467,30467,30467,607,king,24,UK,male,0.0005228644256116424,"UK, male"
30472,30472,30472,30472,612,abortion,24,UK,empowerment,0.0005228644256116424,"UK, empowerment"
30474,30474,30474,30474,614,cook,24,UK,female,0.0005228644256116424,"UK, female"
30476,30476,30476,30476,616,athlete,24,UK,male,0.0005228644256116424,"UK, male"
30479,30479,30479,30479,619,award,23,UK,empowerment,0.000501078407877824,"UK, empowerment"
30481,30481,30481,30481,621,fraud,23,UK,violence,0.000501078407877824,"UK, violence"
30494,30494,30494,30494,634,allegedly,23,UK,violence,0.000501078407877824,"UK, violence"
30496,30496,30496,30496,636,relationship,23,UK,female,0.000501078407877824,"UK, female"
30497,30497,30497,30497,637,suicide,23,UK,violence,0.000501078407877824,"UK, violence"
30501,30501,30501,30501,641,blood,23,UK,violence,0.000501078407877824,"UK, violence"
30502,30502,30502,30502,642,couple,23,UK,female,0.000501078407877824,"UK, female"
30511,30511,30511,30511,651,manager,22,UK,empowerment,0.00047929239014400557,"UK, empowerment"
30512,30512,30512,30512,652,burn,22,UK,violence,0.00047929239014400557,"UK, violence"
30514,30514,30514,30514,654,guilty,22,UK,violence,0.00047929239014400557,"UK, violence"
30537,30537,30537,30537,677,question,22,UK,female,0.00047929239014400557,"UK, female"
30549,30549,30549,30549,689,drown,21,UK,violence,0.00045750637241018715,"UK, violence"
30562,30562,30562,30562,702,chief,21,UK,empowerment,0.00045750637241018715,"UK, empowerment"
30566,30566,30566,30566,706,kidnap,21,UK,violence,0.00045750637241018715,"UK, violence"
30570,30570,30570,30570,710,brother,21,UK,male,0.00045750637241018715,"UK, male"
30571,30571,30571,30571,711,appoint,21,UK,empowerment,0.00045750637241018715,"UK, empowerment"
30582,30582,30582,30582,722,survive,20,UK,empowerment,0.0004357203546763687,"UK, empowerment"
30616,30616,30616,30616,756,protest,20,UK,empowerment,0.0004357203546763687,"UK, empowerment"
30619,30619,30619,30619,759,author,20,UK,empowerment,0.0004357203546763687,"UK, empowerment"
30624,30624,30624,30624,764,rob,19,UK,violence,0.0004139343369425503,"UK, violence"
30626,30626,30626,30626,766,director,19,UK,empowerment,0.0004139343369425503,"UK, empowerment"
30634,30634,30634,30634,774,sentence,19,UK,violence,0.0004139343369425503,"UK, violence"
30673,30673,30673,30673,813,married,18,UK,female,0.00039214831920873186,"UK, female"
30677,30677,30677,30677,817,domestic,18,UK,female,0.00039214831920873186,"UK, female"
30688,30688,30688,30688,828,activist,18,UK,empowerment,0.00039214831920873186,"UK, empowerment"
30691,30691,30691,30691,831,actress,18,UK,female,0.00039214831920873186,"UK, female"
30698,30698,30698,30698,838,emotional,18,UK,female,0.00039214831920873186,"UK, female"
30710,30710,30710,30710,850,grandmother,18,UK,female,0.00039214831920873186,"UK, female"
30717,30717,30717,30717,857,war,17,UK,violence,0.0003703623014749134,"UK, violence"
30720,30720,30720,30720,860,shopping,17,UK,female,0.0003703623014749134,"UK, female"
30725,30725,30725,30725,865,harass,17,UK,violence,0.0003703623014749134,"UK, violence"
30728,30728,30728,30728,868,alleged,17,UK,violence,0.0003703623014749134,"UK, violence"
30732,30732,30732,30732,872,widow,17,UK,female,0.0003703623014749134,"UK, female"
30753,30753,30753,30753,893,violence,17,UK,violence,0.0003703623014749134,"UK, violence"
30757,30757,30757,30757,897,beautiful,17,UK,female,0.0003703623014749134,"UK, female"
30759,30759,30759,30759,899,security,17,UK,violence,0.0003703623014749134,"UK, violence"
30767,30767,30767,30767,907,justice,16,UK,violence,0.000348576283741095,"UK, violence"
30773,30773,30773,30773,913,rapist,16,UK,violence,0.000348576283741095,"UK, violence"
30794,30794,30794,30794,934,success,16,UK,empowerment,0.000348576283741095,"UK, empowerment"
30816,30816,30816,30816,956,beauty,16,UK,female,0.000348576283741095,"UK, female"
30842,30842,30842,30842,982,violent,15,UK,violence,0.0003267902660072765,"UK, violence"
30847,30847,30847,30847,987,escape,15,UK,violence,0.0003267902660072765,"UK, violence"
30855,30855,30855,30855,995,perfect,15,UK,empowerment,0.0003267902660072765,"UK, empowerment"
30862,30862,30862,30862,1002,allege,15,UK,violence,0.0003267902660072765,"UK, violence"
30863,30863,30863,30863,1003,worth,15,UK,empowerment,0.0003267902660072765,"UK, empowerment"
30906,30906,30906,30906,1046,stallion,14,UK,empowerment,0.0003050042482734581,"UK, empowerment"
30915,30915,30915,30915,1055,affair,14,UK,female,0.0003050042482734581,"UK, female"
30957,30957,30957,30957,1097,lawyer,14,UK,empowerment,0.0003050042482734581,"UK, empowerment"
30958,30958,30958,30958,1098,racism,14,UK,violence,0.0003050042482734581,"UK, violence"
30985,30985,30985,30985,1125,niece,13,UK,female,0.00028321823053963964,"UK, female"
30988,30988,30988,30988,1128,penalty,13,UK,violence,0.00028321823053963964,"UK, violence"
31006,31006,31006,31006,1146,plead,13,UK,violence,0.00028321823053963964,"UK, violence"
31026,31026,31026,31026,1166,kind,13,UK,female,0.00028321823053963964,"UK, female"
31034,31034,31034,31034,1174,powerful,13,UK,empowerment,0.00028321823053963964,"UK, empowerment"
31036,31036,31036,31036,1176,kiss,13,UK,female,0.00028321823053963964,"UK, female"
31072,31072,31072,31072,1212,strong,12,UK,male,0.0002614322128058212,"UK, male"
31075,31075,31075,31075,1215,cry,12,UK,female,0.0002614322128058212,"UK, female"
31095,31095,31095,31095,1235,hero,12,UK,male,0.0002614322128058212,"UK, male"
31096,31096,31096,31096,1236,adorable,12,UK,female,0.0002614322128058212,"UK, female"
31118,31118,31118,31118,1258,smart,12,UK,empowerment,0.0002614322128058212,"UK, empowerment"
31124,31124,31124,31124,1264,entrepreneur,12,UK,empowerment,0.0002614322128058212,"UK, empowerment"
31161,31161,31161,31161,1301,uncle,11,UK,male,0.00023964619507200278,"UK, male"
31185,31185,31185,31185,1325,brutally,11,UK,violence,0.00023964619507200278,"UK, violence"
31209,31209,31209,31209,1349,actor,11,UK,empowerment,0.00023964619507200278,"UK, empowerment"
31220,31220,31220,31220,1360,outrage,11,UK,violence,0.00023964619507200278,"UK, violence"
31256,31256,31256,31256,1396,survivor,11,UK,empowerment,0.00023964619507200278,"UK, empowerment"
31277,31277,31277,31277,1417,harassment,10,UK,violence,0.00021786017733818434,"UK, violence"
31287,31287,31287,31287,1427,dominate,10,UK,male,0.00021786017733818434,"UK, male"
31309,31309,31309,31309,1449,newborn,10,UK,female,0.00021786017733818434,"UK, female"
31316,31316,31316,31316,1456,racist,10,UK,violence,0.00021786017733818434,"UK, violence"
31350,31350,31350,31350,1490,employee,10,UK,empowerment,0.00021786017733818434,"UK, empowerment"
31397,31397,31397,31397,1537,goal,9,UK,empowerment,0.00019607415960436593,"UK, empowerment"
31429,31429,31429,31429,1569,education,9,UK,empowerment,0.00019607415960436593,"UK, empowerment"
31432,31432,31432,31432,1572,cooking,9,UK,female,0.00019607415960436593,"UK, female"
31495,31495,31495,31495,1635,rage,9,UK,violence,0.00019607415960436593,"UK, violence"
31502,31502,31502,31502,1642,illegal,9,UK,violence,0.00019607415960436593,"UK, violence"
31526,31526,31526,31526,1666,afraid,9,UK,female,0.00019607415960436593,"UK, female"
31547,31547,31547,31547,1687,grandma,8,UK,female,0.0001742881418705475,"UK, female"
31566,31566,31566,31566,1706,gun,8,UK,violence,0.0001742881418705475,"UK, violence"
31584,31584,31584,31584,1724,founder,8,UK,empowerment,0.0001742881418705475,"UK, empowerment"
31585,31585,31585,31585,1725,confidence,8,UK,empowerment,0.0001742881418705475,"UK, empowerment"
31592,31592,31592,31592,1732,convict,8,UK,violence,0.0001742881418705475,"UK, violence"
31606,31606,31606,31606,1746,feeling,8,UK,female,0.0001742881418705475,"UK, female"
31630,31630,31630,31630,1770,master,8,UK,male,0.0001742881418705475,"UK, male"
31683,31683,31683,31683,1823,inspiration,8,UK,empowerment,0.0001742881418705475,"UK, empowerment"
31689,31689,31689,31689,1829,she,8,UK,female,0.0001742881418705475,"UK, female"
31690,31690,31690,31690,1830,pretty,8,UK,female,0.0001742881418705475,"UK, female"
31716,31716,31716,31716,1856,mrs,8,UK,female,0.0001742881418705475,"UK, female"
31725,31725,31725,31725,1865,god,8,UK,male,0.0001742881418705475,"UK, male"
31732,31732,31732,31732,1872,guy,8,UK,male,0.0001742881418705475,"UK, male"
31776,31776,31776,31776,1916,robbery,7,UK,violence,0.00015250212413672905,"UK, violence"
31798,31798,31798,31798,1938,allegation,7,UK,violence,0.00015250212413672905,"UK, violence"
31799,31799,31799,31799,1939,aunt,7,UK,female,0.00015250212413672905,"UK, female"
31838,31838,31838,31838,1978,manslaughter,7,UK,violence,0.00015250212413672905,"UK, violence"
31847,31847,31847,31847,1987,robber,7,UK,violence,0.00015250212413672905,"UK, violence"
31875,31875,31875,31875,2015,housewife,7,UK,female,0.00015250212413672905,"UK, female"
31891,31891,31891,31891,2031,bail,7,UK,violence,0.00015250212413672905,"UK, violence"
31909,31909,31909,31909,2049,ambition,7,UK,male,0.00015250212413672905,"UK, male"
31973,31973,31973,31973,2113,authority,7,UK,empowerment,0.00015250212413672905,"UK, empowerment"
32034,32034,32034,32034,2174,lawsuit,6,UK,violence,0.0001307161064029106,"UK, violence"
32040,32040,32040,32040,2180,millionaire,6,UK,empowerment,0.0001307161064029106,"UK, empowerment"
32078,32078,32078,32078,2218,active,6,UK,male,0.0001307161064029106,"UK, male"
32128,32128,32128,32128,2268,successful,6,UK,empowerment,0.0001307161064029106,"UK, empowerment"
32167,32167,32167,32167,2307,achieve,6,UK,empowerment,0.0001307161064029106,"UK, empowerment"
32181,32181,32181,32181,2321,wound,6,UK,violence,0.0001307161064029106,"UK, violence"
